v_gene,d_gene,j_gene,cdr3_length,v_5p_del,v_3p_del,d_5p_del,d_3p_del,j_5p_del,j_3p_del,vd_insertion,dj_insertion,count
IGHV3-71*02,IGHD3-10*01,IGHJ6*03_F,72,241,0,3,6,14,1,17,4,1
IGHV3-53*03,IGHD3-10*01,IGHJ6*02_F,57,218,4,9,8,0,0,4,0,1
IGHV3-23*04,IGHD5-5*01,IGHJ4*02_F,57,221,0,0,0,0,0,5,4,2
IGHV3-23*04,IGHD4-17*01,IGHJ4*02_F,57,221,2,3,2,5,0,5,20,1
IGHV3-23*04,IGHD5-12*01,IGHJ4*02_F,45,209,0,5,2,2,0,1,2,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ3*01_F,57,221,0,6,2,1,0,0,8,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ4*02_F,57,221,2,1,6,8,0,9,6,1
IGHV3-66*03,IGHD3-16*01,IGHJ5*02_F,45,206,1,20,1,1,0,0,0,1
IGHV3-49*05,IGHD1-1*01,IGHJ3*02_F,72,242,3,0,2,3,0,20,13,1
IGHV1-18*01,IGHD2-15*01,IGHJ4*02_F,45,209,1,14,4,3,0,5,3,1
IGHV3-23*04,IGHD6-13*01,IGHJ6*03_F,57,221,0,5,0,6,0,0,4,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,2,0,8,0,0,8,0,3
IGHV3-11*01,IGHD6-13*01,IGHJ4*02_F,45,209,1,1,2,4,0,2,2,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ4*02_F,57,221,1,7,1,1,0,7,1,3
IGHV3-30*15,IGHD3-9*01,IGHJ3*02_F,57,221,1,0,4,2,0,0,3,1
IGHV3-30*15,IGHD6-6*01,IGHJ4*02_F,36,200,1,7,4,5,0,3,4,1
IGHV1-f*01,IGHD3-16*02,IGHJ4*02_F,45,209,3,6,4,6,0,1,0,9
IGHV3-30*15,IGHD4-17*01,IGHJ3*02_F,57,221,0,4,1,1,0,4,13,1
IGHV3-h*02,IGHD4-23*01,IGHJ4*02_F,36,197,1,10,1,0,0,0,1,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,57,221,1,14,6,1,0,17,3,1
IGHV3-49*05,IGHD4-23*01,IGHJ4*02_F,45,215,0,6,4,2,0,3,7,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,57,221,1,0,10,10,0,2,2,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,57,221,2,3,5,1,0,9,10,3
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,45,209,1,5,2,0,0,5,0,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,1,2,0,0,0,1,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ3*02_F,57,221,7,5,3,0,0,5,6,1
IGHV4-30-4*06,IGHD6-25*01,IGHJ2*01_F,45,140,0,4,0,7,0,5,0,1
IGHV4-61*08,IGHD3-3*02,IGHJ5*02_F,42,209,5,3,13,2,0,2,1,1
IGHV3-33*06,IGHD2-21*02,IGHJ4*02_F,57,221,2,7,7,1,0,18,0,1
IGHV3-66*03,IGHD6-19*01,IGHJ1*01_F,57,218,0,5,1,0,0,6,4,1
IGHV3-33*06,IGHD3-9*01,IGHJ6*02_F,57,221,4,3,15,0,0,5,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,57,221,2,0,7,12,0,3,1,5
IGHV1-69*05,IGHD3-10*02,IGHJ6*02_F,45,209,2,2,13,17,0,8,0,1
IGHV3-64*04,IGHD2-15*01,IGHJ5*02_F,57,221,0,1,7,4,0,7,0,1
IGHV4-61*02,IGHD3-16*02,IGHJ6*02_F,81,248,0,0,12,0,0,11,2,1
IGHV3-64*02,IGHD3-10*02,IGHJ3*01_F,57,221,0,3,11,0,0,11,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,5,4,0,1,8,0,1
IGHV1-f*01,IGHD2-15*01,IGHJ4*02_F,45,209,4,5,14,0,0,11,0,1
IGHV3-64*04,IGHD2-2*03,IGHJ4*02_F,57,221,0,9,2,5,0,8,6,1
IGHV1-18*01,IGHD3-9*01,IGHJ5*02_F,48,212,1,2,15,3,0,7,0,2
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*02_F,57,221,0,4,19,1,0,7,0,4
IGHV4/OR15-8*02,IGHD2-2*02,IGHJ4*02_F,48,212,1,12,1,5,0,0,8,1
IGHV3-64*04,IGHD1-1*01,IGHJ6*02_F,57,221,1,0,0,4,0,0,2,1
IGHV3-NL1*01,IGHD3-10*02,IGHJ6*03_F,57,221,0,11,4,13,0,10,2,2
IGHV3-53*01,IGHD1-26*01,IGHJ1*01_F,45,206,0,1,6,10,0,10,0,1
IGHV3-23*04,IGHD4/OR15-4b*01,IGHJ6*02_F,57,221,3,1,5,15,0,10,9,1
IGHV3-23*04,IGHD5-5*01,IGHJ4*02_F,57,221,2,9,0,6,0,2,24,1
IGHV3-23*04,IGHD6-25*01,IGHJ5*02_F,45,209,0,0,4,4,0,4,0,2
IGHV3-64*04,IGHD3-16*01,IGHJ4*02_F,57,221,0,17,8,7,0,15,9,2
IGHV4-61*08,IGHD3-9*01,IGHJ4*02_F,72,239,1,5,7,2,0,19,9,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ5*02_F,57,221,3,10,8,0,0,14,2,1
IGHV3-33*05,IGHD3-10*01,IGHJ4*02_F,57,221,3,2,9,2,0,5,9,7
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,45,209,0,7,1,1,0,6,0,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,10,0,5,0,4,9,2
IGHV3-64*04,IGHD2-2*03,IGHJ5*02_F,57,221,0,15,6,7,0,20,3,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ1*01_F,57,221,0,2,2,6,1,15,0,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,10,7,0,8,7,1
IGHV3-66*03,IGHD3-10*01,IGHJ1*01_F,57,218,0,2,7,2,0,5,0,4
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,0,4,13,0,0,1,14,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ2*01_F,57,221,1,7,1,0,0,2,0,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ1*01_F,57,221,1,2,2,2,0,3,1,1
IGHV3-33*06,IGHD2-8*01,IGHJ3*01_F,57,221,0,9,7,0,0,2,10,1
IGHV3-h*01,IGHD4-17*01,IGHJ4*02_F,42,203,0,1,5,0,0,4,0,1
IGHV3-33*05,IGHD3-3*02,IGHJ6*03_F,57,221,0,1,21,1,0,6,0,1
IGHV3-9*02,IGHD3-10*01,IGHJ4*02_F,69,233,3,0,7,4,0,12,10,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,57,221,2,1,3,6,0,3,7,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,4,2,5,0,4,5,1
IGHV3-33*06,IGHD3-22*01,IGHJ4*02_F,57,221,0,1,9,8,0,10,6,1
IGHV3-43*91,IGHD5-5*01,IGHJ4*02_F,45,209,0,0,3,2,0,0,0,1
IGHV3-64*04,IGHD5-5*01,IGHJ5*02_F,57,221,0,2,5,5,0,3,15,1
IGHV3-64*04,IGHD6-19*01,IGHJ5*02_F,57,221,2,0,3,5,0,12,3,1
IGHV3-23*04,IGHD2-2*03,IGHJ4*02_F,57,221,0,4,1,8,0,7,4,1
IGHV3-h*02,IGHD6-13*01,IGHJ2*01_F,45,206,0,7,2,2,0,2,0,3
IGHV3-23*04,IGHD4-23*01,IGHJ3*02_F,57,221,1,0,7,1,0,10,7,1
IGHV3-64*04,IGHD3-9*01,IGHJ5*02_F,57,221,0,3,1,1,0,0,0,1
IGHV3-23*04,IGHD1/OR15-1b*01,IGHJ4*02_F,36,200,3,7,0,7,0,1,7,1
IGHV3-64*04,IGHD5-5*01,IGHJ4*02_F,57,221,1,0,5,6,0,17,4,1
IGHV1-46*02,IGHD3-9*01,IGHJ5*02_F,63,227,0,6,0,9,0,9,7,1
IGHV3-11*04,IGHD3-16*02,IGHJ4*02_F,45,209,2,19,10,6,0,17,0,3
IGHV3-NL1*01,IGHD2-8*02,IGHJ6*02_F,57,221,2,12,0,12,0,1,8,3
IGHV3-NL1*01,IGHD6-19*01,IGHJ4*02_F,57,221,0,8,1,4,0,11,10,1
IGHV4-61*02,IGHD6-19*01,IGHJ4*02_F,45,212,1,7,0,6,0,2,8,1
IGHV3-23*04,IGHD3-22*01,IGHJ2*01_F,57,221,0,14,0,2,0,5,4,2
IGHV4-59*09,IGHD5-12*01,IGHJ6*02_F,45,134,0,7,9,7,1,3,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,4,10,3,0,13,2,2
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*02_F,57,221,2,0,9,10,0,1,3,1
IGHV3-NL1*01,IGHD3-3*01,IGHJ4*02_F,45,209,1,5,7,7,0,4,2,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,57,221,0,1,15,0,0,14,0,1
IGHV3-64*04,IGHD3-10*01,IGHJ6*03_F,57,221,0,8,9,2,0,2,0,3
IGHV5-51*02,IGHD4-4*01,IGHJ6*03_F,48,212,1,1,0,17,0,3,5,1
IGHV3-NL1*01,IGHD6-13*01,IGHJ6*03_F,57,221,0,5,6,10,0,0,14,1
IGHV5-a*04,IGHD3/OR15-3b*01,IGHJ4*02_F,45,209,0,13,8,0,0,9,0,1
IGHV3-25*05,IGHD2-2*03,IGHJ4*02_F,57,221,1,13,6,0,0,10,8,1
IGHV1-8*91,IGHD5-12*01,IGHJ2*01_F,72,236,0,2,2,3,0,1,22,1
IGHV3-23*04,IGHD3-16*02,IGHJ6*03_F,57,221,2,14,7,2,0,2,0,1
IGHV3-23*04,IGHD2-2*02,IGHJ5*02_F,57,221,2,13,2,0,0,10,2,1
IGHV3-66*03,IGHD2-2*03,IGHJ4*02_F,57,218,1,3,5,0,0,7,0,2
IGHV3-21*03,IGHD4-4*01,IGHJ3*02_F,45,209,3,2,0,1,0,5,0,1
IGHV3-h*02,IGHD6-19*01,IGHJ4*02_F,45,206,2,0,3,2,0,3,0,2
IGHV3-33*05,IGHD2-21*01,IGHJ4*02_F,57,221,2,2,7,4,0,1,15,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,1,0,5,4,0,1,7,1
IGHV3-23*04,IGHD3-22*01,IGHJ2*01_F,57,221,3,13,3,0,0,1,11,5
IGHV3-NL1*01,IGHD2-2*02,IGHJ4*02_F,57,221,1,1,1,4,0,2,3,1
IGHV3-23*04,IGHD3/OR15-3b*01,IGHJ4*02_F,57,221,1,14,6,6,0,17,8,1
IGHV3-64*04,IGHD2-2*03,IGHJ4*02_F,57,221,0,4,1,2,0,3,2,1
IGHV3-33*02,IGHD5-24*01,IGHJ3*02_F,57,221,0,12,1,0,0,18,2,1
IGHV3-23*02,IGHD7-27*01,IGHJ4*02_F,36,200,0,0,2,8,0,2,5,2
IGHV1-f*01,IGHD3-22*01,IGHJ5*02_F,60,224,2,0,7,0,0,7,2,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,2,0,8,0,0,8,0,1
IGHV3-64*04,IGHD2-21*02,IGHJ6*02_F,57,221,1,2,13,4,0,6,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ5*02_F,57,221,0,6,4,10,0,8,7,3
IGHV3-h*02,IGHD2-2*03,IGHJ4*02_F,36,197,4,12,9,1,0,3,0,1
IGHV3-64*04,IGHD6-13*01,IGHJ6*02_F,57,221,1,0,6,4,0,1,3,1
IGHV3-23*03,IGHD6-13*01,IGHJ4*02_F,45,209,0,1,2,2,0,3,0,1
IGHV3-53*02,IGHD3-10*01,IGHJ6*02_F,57,218,2,2,9,8,0,6,0,6
IGHV3-NL1*01,IGHD1-26*01,IGHJ4*02_F,57,221,0,0,2,2,0,11,2,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ6*03_F,57,221,0,0,9,11,0,3,0,1
IGHV1-3*01,IGHD3-10*01,IGHJ4*02_F,57,221,2,6,9,0,0,7,8,1
IGHV3-64*04,IGHD2-2*03,IGHJ4*02_F,57,221,0,1,2,3,0,4,0,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ4*02_F,57,221,0,19,0,1,0,15,3,1
IGHV3-66*03,IGHD3/OR15-3b*01,IGHJ4*02_F,57,218,0,14,3,4,0,8,11,1
IGHV3-h*02,IGHD5/OR15-5b*01,IGHJ4*02_F,36,197,0,1,15,0,0,1,0,1
IGHV3-30*15,IGHD6-19*01,IGHJ4*02_F,57,221,0,3,4,0,0,3,12,1
IGHV3-23*04,IGHD3-9*01,IGHJ5*02_F,57,221,0,4,8,11,0,16,2,1
IGHV3-23*04,IGHD6-13*01,IGHJ4*02_F,57,221,0,0,4,0,0,3,9,2
IGHV3-33*05,IGHD5-24*01,IGHJ6*02_F,57,221,1,1,6,8,0,4,6,1
IGHV4-61*08,IGHD6-19*01,IGHJ4*02_F,42,209,0,0,5,2,0,0,0,1
IGHV3-48*01,IGHD2-21*02,IGHJ5*02_F,57,221,0,7,3,4,0,10,2,1
IGHV3-h*01,IGHD3-10*02,IGHJ6*02_F,36,197,0,9,12,16,0,0,0,1
IGHV3-64*04,IGHD3-10*01,IGHJ1*01_F,57,221,0,7,7,3,0,10,1,1
IGHV3-64*04,IGHD3-9*01,IGHJ3*01_F,57,221,1,3,4,0,0,4,0,1
IGHV3-23*04,IGHD3-22*01,IGHJ1*01_F,57,221,0,0,12,2,1,9,0,1
IGHV3-NL1*01,IGHD2-2*02,IGHJ6*03_F,75,239,0,14,1,9,0,12,13,2
IGHV3-64*04,IGHD6-19*01,IGHJ6*02_F,57,221,0,10,1,3,0,6,1,1
IGHV3-NL1*01,IGHD3-10*02,IGHJ6*03_F,57,221,0,11,10,1,0,6,0,1
IGHV1-46*02,IGHD2-2*02,IGHJ4*02_F,57,221,2,5,2,4,0,7,4,1
IGHV3-23*03,IGHD6-19*01,IGHJ4*02_F,45,209,0,7,3,5,0,9,4,1
IGHV4-34*13,IGHD6-25*01,IGHJ6*02_F,69,158,1,4,2,5,0,17,3,3
IGHV4-4*07,IGHD4-17*01,IGHJ4*02_F,45,206,1,1,2,4,0,7,2,1
IGHV4/OR15-8*03,IGHD5-12*01,IGHJ6*02_F,72,236,0,5,5,0,0,9,7,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ4*02_F,57,221,6,8,11,4,0,12,15,1
IGHV3-49*05,IGHD6-13*01,IGHJ4*02_F,57,227,0,3,0,4,0,10,5,8
IGHV3-53*02,IGHD6-13*01,IGHJ4*02_F,57,218,0,3,5,4,0,9,13,1
IGHV3-64*04,IGHD2-2*02,IGHJ1*01_F,57,221,0,4,1,3,0,0,2,1
IGHV1-18*01,IGHD6-6*01,IGHJ5*02_F,57,221,1,2,2,4,0,15,2,1
IGHV3-23*04,IGHD2-21*02,IGHJ6*02_F,45,209,0,7,11,12,0,0,4,1
IGHV1-69*05,IGHD1-20*01,IGHJ6*02_F,45,209,0,11,1,3,0,1,1,1
IGHV3-49*05,IGHD2-21*02,IGHJ6*02_F,75,245,1,1,0,7,0,8,5,1
IGHV3-33*05,IGHD3-16*02,IGHJ4*02_F,57,221,1,11,2,1,0,7,0,1
IGHV3-h*01,IGHD3-22*01,IGHJ4*02_F,45,206,0,10,5,6,0,1,6,10
IGHV3-9*02,IGHD2-2*03,IGHJ6*03_F,75,239,3,8,4,9,0,11,12,1
IGHV3-h*01,IGHD3-22*01,IGHJ3*02_F,36,197,5,6,17,0,0,3,0,1
IGHV3-33*06,IGHD4-17*01,IGHJ6*03_F,57,221,1,5,0,14,0,14,4,2
IGHV3-h*02,IGHD3-16*02,IGHJ3*02_F,66,227,1,3,18,1,0,19,3,1
IGHV3-64*04,IGHD2-15*01,IGHJ3*02_F,57,221,0,6,3,0,0,5,0,1
IGHV3-64*04,IGHD3-3*01,IGHJ4*02_F,57,221,1,3,7,2,0,3,8,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,0,14,1,0,5,8,4
IGHV3-23*02,IGHD3-10*02,IGHJ4*02_F,36,200,0,16,4,2,0,0,0,1
IGHV4-61*08,IGHD3-10*01,IGHJ6*03_F,87,254,1,6,13,0,0,10,23,1
IGHV1-69*13,IGHD3-10*01,IGHJ4*02_F,57,221,1,0,9,4,0,9,3,1
IGHV4/OR15-8*03,IGHD2-2*03,IGHJ6*03_F,72,236,2,1,1,1,0,3,0,1
IGHV3-66*01,IGHD3-10*01,IGHJ6*02_F,57,218,0,4,9,8,0,4,0,3
IGHV3-64*04,IGHD6-19*01,IGHJ5*02_F,57,221,0,2,3,0,0,5,5,1
IGHV4/OR15-8*02,IGHD3-22*01,IGHJ4*02_F,45,209,0,9,8,0,0,3,0,1
IGHV5-51*03,IGHD3-10*01,IGHJ4*02_F,57,221,1,2,0,4,0,5,2,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ3*01_F,57,221,0,10,0,1,0,4,3,1
IGHV3-53*04,IGHD6-6*01,IGHJ4*02_F,57,218,0,6,3,5,0,16,9,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ4*02_F,57,221,2,0,13,0,0,5,2,2
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,4,9,4,0,13,2,2
IGHV3-NL1*01,IGHD6-13*01,IGHJ6*02_F,57,221,0,1,7,10,0,6,5,1
IGHV3-NL1*01,IGHD3-9*01,IGHJ4*02_F,57,221,0,0,5,0,0,3,0,1
IGHV3-23*04,IGHD3-10*01,IGHJ6*02_F,57,221,2,0,14,6,0,5,0,1
IGHV1-18*01,IGHD7-27*01,IGHJ4*02_F,39,203,0,0,0,2,0,2,0,1
IGHV3-64*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,0,9,5,0,12,0,1
IGHV3-23*04,IGHD2-2*02,IGHJ5*02_F,57,221,1,2,0,7,0,5,0,1
IGHV1-69*13,IGHD5-12*01,IGHJ6*02_F,69,233,0,6,4,0,0,8,5,1
IGHV4-61*08,IGHD3-3*02,IGHJ3*02_F,45,212,2,0,15,5,0,4,2,1
IGHV3-33*06,IGHD3-22*01,IGHJ6*02_F,57,221,0,2,9,8,0,2,0,1
IGHV3-64*04,IGHD3-10*02,IGHJ4*02_F,57,221,1,6,7,0,0,4,9,1
IGHV3-NL1*01,IGHD6-6*01,IGHJ5*02_F,57,221,1,3,3,2,0,7,10,1
IGHV3-30*13,IGHD2-2*01,IGHJ5*02_F,57,221,4,0,2,3,0,0,4,1
IGHV3-23*04,IGHD2-15*01,IGHJ2*01_F,57,221,0,3,9,3,1,9,0,3
IGHV3-NL1*01,IGHD3-3*02,IGHJ6*03_F,57,221,0,8,10,1,0,2,0,2
IGHV3-33*02,IGHD3-3*01,IGHJ5*02_F,75,238,1,2,1,3,1,3,17,1
IGHV3-64*04,IGHD3-22*01,IGHJ1*01_F,57,221,0,10,4,1,0,7,2,1
IGHV3-23*04,IGHD2-2*02,IGHJ3*02_F,57,221,5,14,0,1,0,4,12,1
IGHV3-53*04,IGHD3-22*01,IGHJ4*02_F,60,221,0,2,1,0,0,2,2,1
IGHV3-64*04,IGHD3-10*01,IGHJ5*02_F,57,221,2,1,3,2,0,3,0,2
IGHV3-23*04,IGHD3-9*01,IGHJ4*02_F,57,221,1,1,8,0,0,8,0,3
IGHV4-30-4*06,IGHD6-13*01,IGHJ6*03_F,57,152,2,7,4,0,0,2,4,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,45,209,0,5,15,2,0,0,8,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,6,7,0,0,3,8,1
IGHV4/OR15-8*02,IGHD3-10*02,IGHJ4*02_F,57,221,1,8,0,1,0,6,3,1
IGHV3-30*05,IGHD3-16*02,IGHJ6*03_F,57,221,1,13,10,9,0,7,3,1
IGHV1-18*01,IGHD3-9*01,IGHJ4*02_F,45,209,4,6,9,2,0,7,0,1
IGHV3-23*04,IGHD2-21*02,IGHJ3*02_F,57,221,0,6,4,0,0,9,0,1
IGHV3-h*01,IGHD2-2*03,IGHJ4*02_F,45,206,7,7,2,8,0,8,2,1
IGHV3-64*04,IGHD3-16*02,IGHJ5*02_F,57,221,2,5,8,4,0,4,4,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ4*02_F,57,221,0,5,16,0,0,11,2,2
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,2,10,4,0,9,5,2
IGHV3-64*04,IGHD6-19*01,IGHJ4*02_F,57,221,0,5,3,0,0,9,7,2
IGHV3-h*02,IGHD3-9*01,IGHJ4*02_F,39,200,1,13,10,3,0,2,5,1
IGHV3-23*04,IGHD3-22*01,IGHJ5*02_F,57,221,2,2,7,1,0,4,3,1
IGHV3-73*02,IGHD2-2*02,IGHJ6*03_F,54,224,1,18,2,10,0,0,11,5
IGHV3-53*01,IGHD6-19*01,IGHJ4*02_F,57,218,0,0,1,4,0,4,9,1
IGHV3-23*04,IGHD2-21*01,IGHJ4*02_F,57,221,3,2,4,5,0,11,4,1
IGHV3-23*04,IGHD3-3*01,IGHJ4*02_F,57,221,1,0,7,0,0,3,3,1
IGHV3-NL1*01,IGHD3-16*02,IGHJ5*02_F,57,221,0,11,13,9,0,22,0,1
IGHV3-23*04,IGHD3-16*02,IGHJ3*01_F,57,221,3,7,8,0,0,2,6,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ4*02_F,57,221,0,0,10,6,0,9,5,2
IGHV3-NL1*01,IGHD2-2*03,IGHJ6*02_F,57,221,0,7,10,4,0,4,0,2
IGHV3-23*04,IGHD3-22*01,IGHJ1*01_F,57,221,2,5,8,0,0,4,5,2
IGHV3-33*05,IGHD3-10*02,IGHJ6*02_F,57,221,1,10,7,17,0,13,6,1
IGHV3-64*04,IGHD3/OR15-3b*01,IGHJ6*03_F,57,221,2,9,8,0,0,2,0,1
IGHV1/OR15-3*02,IGHD1-14*01,IGHJ2*01_F,42,206,0,5,3,0,0,0,0,1
IGHV4/OR15-8*03,IGHD3-22*01,IGHJ4*02_F,57,221,0,7,5,0,0,10,0,5
IGHV3-66*03,IGHD7-27*01,IGHJ6*03_F,57,218,0,3,0,3,0,1,8,1
IGHV3-NL1*01,IGHD5/OR15-5b*01,IGHJ4*02_F,57,221,0,2,3,4,0,7,8,1
IGHV3-NL1*01,IGHD6-19*01,IGHJ1*01_F,57,221,2,8,3,3,0,15,5,1
IGHV3-49*05,IGHD3/OR15-3b*01,IGHJ3*01_F,45,215,2,23,0,1,0,9,1,1
IGHV3-23*04,IGHD3-16*02,IGHJ6*02_F,57,221,5,15,12,4,0,0,13,3
IGHV1-24*01,IGHD3-22*01,IGHJ3*01_F,57,221,1,0,4,0,0,1,0,1
IGHV3-66*03,IGHD3-3*02,IGHJ4*02_F,57,218,1,3,8,1,0,10,1,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,0,8,4,0,5,5,1
IGHV3-33*05,IGHD1-26*01,IGHJ6*02_F,57,221,0,8,5,0,0,7,0,6
IGHV3-9*02,IGHD6-13*01,IGHJ5*02_F,66,230,5,7,5,0,0,15,14,7
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*01_F,57,221,1,2,6,1,0,6,2,1
IGHV3-23*04,IGHD3-10*01,IGHJ4*02_F,57,221,0,3,3,5,0,4,5,1
IGHV3-9*02,IGHD1-26*01,IGHJ6*03_F,57,221,0,7,6,2,0,7,0,1
IGHV3-64*04,IGHD2-21*02,IGHJ4*02_F,57,221,0,3,2,5,0,11,0,1
IGHV3-64*04,IGHD3-9*01,IGHJ4*02_F,57,221,0,1,2,6,0,1,6,1
IGHV3-23*04,IGHD2-21*01,IGHJ4*01_F,57,221,1,3,8,0,0,1,12,1
IGHV4-34*13,IGHD2-2*03,IGHJ4*02_F,75,164,0,5,5,0,0,7,19,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ4*02_F,57,221,1,2,5,6,0,6,6,1
IGHV3-33*02,IGHD2-8*02,IGHJ4*02_F,39,203,0,11,10,1,0,1,1,1
IGHV3-64*04,IGHD2-2*03,IGHJ6*03_F,57,221,0,11,7,8,0,5,4,1
IGHV1-69*13,IGHD2-21*02,IGHJ6*03_F,60,224,1,6,5,3,0,4,0,1
IGHV3-64*04,IGHD6-6*01,IGHJ4*02_F,57,221,1,8,2,5,0,12,15,1
IGHV3-64*04,IGHD6-13*01,IGHJ6*02_F,57,221,0,7,0,10,0,3,7,1
IGHV3-23*04,IGHD3-22*01,IGHJ4*02_F,57,221,0,3,3,1,0,3,2,3
IGHV3-33*06,IGHD4-4*01,IGHJ6*04_F,57,221,0,1,3,8,0,7,3,1
IGHV3-NL1*01,IGHD1-1*01,IGHJ3*02_F,57,221,3,0,1,4,0,8,10,1
IGHV3-9*02,IGHD1-26*01,IGHJ4*02_F,45,209,0,5,0,6,0,6,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ5*02_F,57,221,0,7,6,11,0,13,6,3
IGHV3-NL1*01,IGHD6-13*01,IGHJ6*02_F,57,221,1,6,1,2,0,3,0,1
IGHV3-30*13,IGHD3-10*01,IGHJ4*02_F,57,221,1,4,2,9,0,5,9,1
IGHV3-20*91,IGHD1-26*01,IGHJ4*02_F,45,209,0,0,5,0,0,2,0,1
IGHV3-30*15,IGHD1-26*01,IGHJ6*02_F,57,221,0,2,6,2,0,4,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ3*01_F,57,221,2,6,12,0,0,5,11,2
IGHV1-46*02,IGHD6-13*01,IGHJ4*02_F,42,206,1,6,1,1,0,2,0,1
IGHV3-64*04,IGHD1-1*01,IGHJ4*02_F,57,221,0,4,0,4,0,1,19,1
IGHV3-23*04,IGHD3-10*02,IGHJ4*02_F,57,221,0,7,10,0,0,3,13,1
IGHV3-33*02,IGHD3-16*01,IGHJ6*02_F,57,221,1,21,0,12,0,1,10,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ4*02_F,36,200,1,2,12,10,0,2,0,1
IGHV3-33*05,IGHD2-15*01,IGHJ4*02_F,57,221,1,6,3,5,0,7,6,1
IGHV3-15*07,IGHD3/OR15-3b*01,IGHJ4*02_F,57,227,3,7,7,2,0,13,4,7
IGHV4-39*02,IGHD6-19*01,IGHJ4*02_F,45,212,3,4,2,3,0,8,0,1
IGHV3-NL1*01,IGHD3-22*01,IGHJ6*02_F,57,221,4,6,10,4,0,1,6,1
IGHV3-53*01,IGHD6-13*01,IGHJ4*02_F,57,218,0,8,0,4,0,15,5,1
IGHV3-30*13,IGHD3-10*01,IGHJ3*02_F,57,221,2,5,11,0,0,10,4,1
IGHV3-NL1*01,IGHD2-21*02,IGHJ4*02_F,57,221,1,8,6,7,0,6,17,2
IGHV3-64*04,IGHD1-26*01,IGHJ4*02_F,57,221,1,0,1,5,0,6,10,1
IGHV3-h*02,IGHD6-6*01,IGHJ6*03_F,66,227,0,0,2,4,0,11,0,1
IGHV3-NL1*01,IGHD2-15*01,IGHJ6*02_F,57,221,1,8,8,6,0,3,3,1
IGHV3-NL1*01,IGHD2-2*03,IGHJ2*01_F,57,221,0,14,3,0,0,4,6,1
IGHV3-66*03,IGHD1-7*01,IGHJ6*03_F,57,218,0,4,2,0,0,3,0,1
IGHV3-33*06,IGHD3-10*02,IGHJ1*01_F,45,209,3,17,5,5,0,13,0,1
IGHV3-64*02,IGHD3-22*01,IGHJ4*02_F,57,221,1,2,7,6,0,3,11,1
IGHV3-NL1*01,IGHD3-10*01,IGHJ5*02_F,57,221,2,2,5,6,0,7,3,5
